1	0
2	1
4	2
5	3
7	4
8	5
9	6
10	7
12	8
15	9
17	10
18	11
19	12
21	13
23	14
24	15
26	16
27	17
29	18
30	19
31	20
32	21
33	22
34	23
36	24
37	25
38	26
41	27
42	28
46	29
47	30
49	31
50	32
51	33
52	34
53	35
54	36
55	37
56	38
58	39
59	40
60	41
61	42
62	43
63	44
64	45
65	46
68	47
69	48
70	49
72	50
73	51
74	52
76	53
77	54
78	55
79	56
80	57
82	58
83	59
89	60
90	61
91	62
93	63
94	64
97	65
98	66
99	67
100	68
102	69
103	70
104	71
105	72
107	73
108	74
109	75
111	76
113	77
114	78
115	79
116	80
118	81
120	82
121	83
122	84
123	85
125	86
126	87
127	88
128	89
129	90
131	91
132	92
135	93
136	94
138	95
139	96
142	97
144	98
145	99
146	100
148	101
149	102
150	103
152	104
153	105
156	106
157	107
158	108
160	109
161	110
163	111
164	112
167	113
168	114
169	115
170	116
171	117
172	118
173	119
174	120
175	121
176	122
177	123
180	124
182	125
184	126
185	127
187	128
189	129
190	130
191	131
192	132
194	133
195	134
196	135
197	136
198	137
199	138
200	139
201	140
202	141
204	142
205	143
207	144
208	145
209	146
210	147
211	148
212	149
213	150
214	151
215	152
216	153
217	154
218	155
219	156
220	157
221	158
222	159
223	160
224	161
226	162
227	163
228	164
229	165
230	166
231	167
232	168
234	169
235	170
236	171
237	172
238	173
239	174
240	175
241	176
242	177
243	178
244	179
245	180
246	181
247	182
248	183
249	184
250	185
251	186
252	187
253	188
254	189
255	190
256	191
257	192
258	193
259	194
260	195
261	196
262	197
263	198
264	199
265	200
266	201
267	202
268	203
269	204
270	205
271	206
272	207
274	208
275	209
276	210
277	211
278	212
279	213
280	214
281	215
282	216
284	217
285	218
286	219
287	220
288	221
289	222
290	223
291	224
292	225
293	226
294	227
295	228
296	229
297	230
298	231
299	232
300	233
301	234
302	235
303	236
304	237
305	238
306	239
307	240
308	241
309	242
310	243
311	244
312	245
315	246
316	247
317	248
318	249
319	250
320	251
321	252
322	253
324	254
325	255
326	256
327	257
328	258
329	259
330	260
331	261
332	262
333	263
334	264
335	265
336	266
337	267
338	268
339	269
340	270
341	271
342	272
343	273
344	274
346	275
347	276
348	277
349	278
350	279
351	280
352	281
353	282
354	283
355	284
356	285
357	286
358	287
359	288
360	289
361	290
362	291
363	292
364	293
365	294
366	295
367	296
368	297
369	298
370	299
371	300
372	301
374	302
375	303
376	304
377	305
378	306
379	307
380	308
381	309
382	310
384	311
385	312
386	313
387	314
388	315
389	316
390	317
391	318
392	319
394	320
395	321
396	322
397	323
398	324
400	325
401	326
402	327
404	328
405	329
406	330
407	331
408	332
409	333
410	334
411	335
412	336
413	337
414	338
415	339
416	340
417	341
418	342
419	343
420	344
421	345
422	346
423	347
424	348
425	349
426	350
427	351
428	352
430	353
431	354
432	355
433	356
434	357
435	358
436	359
437	360
439	361
440	362
441	363
442	364
444	365
446	366
447	367
448	368
450	369
451	370
452	371
453	372
454	373
455	374
456	375
457	376
458	377
460	378
461	379
462	380
464	381
465	382
466	383
467	384
468	385
469	386
470	387
471	388
472	389
473	390
474	391
475	392
476	393
477	394
478	395
479	396
480	397
481	398
482	399
483	400
484	401
485	402
486	403
487	404
488	405
489	406
490	407
491	408
492	409
493	410
494	411
495	412
496	413
497	414
498	415
499	416
500	417
501	418
502	419
503	420
